Name,MP,2PA,2P%,3PA,3P%,FTA,FT%,TRB,AST,STL,BLK,TOV,PF,PTS,ALLSTAR_Yes,POS_Forward,POS_Guard
Rodney Carney,27.6,6.0,0.468,6.0,0.362,3.1,0.7170000000000001,4.9,1.2,1.0,1.0,1.4,2.1,14.3,0,1,0
Jae Crowder,30.2,6.5,0.581,4.1,0.35,4.0,0.6829999999999999,7.6,1.8,1.9,0.9,1.0,2.5,14.6,0,1,0
Francisco Garcia,28.1,5.5,0.519,5.0,0.369,3.7,0.8490000000000001,3.9,3.5,1.5,1.4,2.4,2.7,14.4,0,1,0
Jawun Evans,29.1,10.2,0.458,2.5,0.407,5.1,0.818,3.8,5.8,1.5,0.1,2.7,2.4,16.6,0,0,1
Keith Bogans,29.0,5.9,0.527,5.5,0.342,3.5,0.688,4.1,2.3,1.1,0.1,2.3,2.0,14.2,0,0,1
Leon Powe,32.5,11.9,0.495,0.2,0.3,8.8,0.672,9.8,1.1,0.8,0.6,2.2,2.4,17.8,0,1,0
John Collins,20.7,8.2,0.602,0.0,0.0,4.9,0.7290000000000001,7.0,0.4,0.5,1.2,1.4,2.8,13.4,0,1,0
Justise Winslow,29.1,6.3,0.516,2.8,0.418,4.0,0.6409999999999999,6.5,2.1,1.3,0.9,1.8,2.8,12.6,0,1,0
Michael Beasley,31.5,14.6,0.562,2.9,0.379,8.5,0.774,12.4,1.2,1.3,1.6,2.9,2.6,26.2,0,1,0
Josh Okogie,33.0,9.4,0.454,2.8,0.382,6.6,0.777,5.8,2.0,1.5,0.8,2.3,2.7,16.9,0,0,1
Tyrus Thomas,25.9,7.8,0.606,0.0,1.0,4.3,0.657,9.2,1.3,1.0,3.1,1.8,2.6,12.3,0,1,0
Rajon Rondo,28.1,6.0,0.544,1.5,0.28300000000000003,3.3,0.5770000000000001,4.5,4.2,2.3,0.2,2.2,2.0,9.6,1,0,1
Keita Bates-Diop,24.8,5.9,0.537,3.2,0.35200000000000004,2.5,0.7759999999999999,5.7,1.1,0.6,1.2,1.2,1.4,11.7,0,1,0
Raymond Felton,33.9,5.1,0.467,4.6,0.375,3.5,0.731,4.1,6.9,1.9,0.3,3.6,2.3,12.5,0,0,1
Marcus Haislip,17.1,4.7,0.568,1.1,0.373,2.5,0.705,3.4,0.5,0.3,1.3,1.1,2.4,8.4,0,1,0
Michael Kidd-Gilchrist,31.1,6.9,0.535,1.3,0.255,4.8,0.745,7.4,1.9,1.0,0.9,2.2,2.4,11.9,0,1,0
Kim English,24.2,4.4,0.444,4.3,0.394,2.9,0.727,3.0,1.4,1.1,0.2,1.7,1.8,11.1,0,0,1
Thomas Bryant,25.3,6.4,0.63,1.1,0.373,4.1,0.718,6.2,1.2,0.6,1.2,2.0,2.9,12.2,0,0,0
David Noel,23.2,3.7,0.6,1.4,0.354,1.6,0.5870000000000001,4.3,1.9,1.1,0.5,1.7,2.0,6.9,0,1,0
Brian Cook,25.7,7.3,0.5579999999999999,2.1,0.339,3.7,0.7929999999999999,6.2,1.3,0.7,1.0,2.0,3.0,13.2,0,1,0
Casey Jacobsen,31.8,6.8,0.505,5.5,0.4270000000000001,5.6,0.7709999999999999,3.8,2.7,0.5,0.1,2.0,1.4,18.1,0,0,1
A.J. Hammons,24.3,8.4,0.544,0.2,0.261,4.0,0.69,7.0,0.8,0.4,2.6,2.1,2.5,12.1,0,0,0
Austin Daye,22.5,6.4,0.495,2.2,0.422,3.1,0.79,5.8,1.0,0.7,1.9,1.9,2.6,11.6,0,1,0
P.J. Tucker,28.9,9.5,0.527,0.0,0.5,4.7,0.711,8.2,2.0,1.3,0.3,2.2,2.5,13.4,0,1,0
Kevin Knox,32.4,7.4,0.509,4.5,0.341,4.4,0.774,5.4,1.4,0.8,0.3,2.3,2.2,15.6,0,1,0
Joe Harris,10.1,1.2,0.556,1.6,0.375,0.3,0.0,1.6,0.3,0.2,0.0,0.4,0.7,3.1,0,0,1
James Ennis,31.0,4.9,0.611,4.1,0.354,3.6,0.7879999999999999,5.4,2.4,1.7,1.0,2.5,2.4,13.2,0,1,0
Paul Davis,25.8,8.4,0.5489999999999999,0.4,0.271,4.8,0.763,7.0,1.4,1.1,0.7,2.1,2.6,13.2,0,0,0
DeMarcus Cousins,23.5,9.6,0.565,0.2,0.16699999999999998,7.1,0.604,9.8,1.0,1.0,1.8,2.1,3.2,15.1,1,0,0
Quincy Miller,24.4,6.5,0.475,1.9,0.348,3.1,0.816,4.9,1.4,0.7,0.6,1.8,1.9,10.6,0,1,0
Travis Diener,31.4,4.5,0.42,5.7,0.413,3.8,0.8370000000000001,3.1,5.1,1.3,0.1,1.9,2.1,14.1,0,0,1
Tyler Ulis,30.1,5.1,0.462,3.3,0.371,3.4,0.846,2.4,5.3,1.2,0.1,1.5,1.7,11.3,0,0,1
Will Barton,32.9,8.4,0.546,3.6,0.299,3.7,0.733,6.5,2.9,1.5,0.6,2.3,2.2,15.2,0,0,1
Roger Mason,29.6,5.9,0.479,4.1,0.375,4.1,0.8690000000000001,3.0,2.6,1.0,0.4,2.2,2.3,13.8,0,0,1
Tito Maddox,32.3,8.4,0.4270000000000001,2.8,0.28600000000000003,5.5,0.703,5.8,8.0,1.6,0.2,5.2,2.7,13.5,0,0,1
Eric Gordon,34.7,6.8,0.525,6.5,0.337,8.7,0.8340000000000001,3.3,2.4,1.3,0.6,3.6,2.2,20.9,0,0,1
Willie Warren,31.7,5.8,0.55,4.9,0.35,4.8,0.7879999999999999,2.6,3.5,1.1,0.1,2.8,2.3,15.2,0,0,1
Travis Hansen,27.4,7.4,0.455,2.4,0.369,4.9,0.774,4.8,1.7,0.7,0.4,2.0,2.8,13.2,0,0,1
Mike Sweetney,29.0,11.6,0.546,0.0,0.0,7.7,0.727,9.2,1.8,1.1,1.9,2.5,2.3,18.2,0,1,0
Chris Wilcox,16.6,6.1,0.522,0.0,0.0,2.6,0.589,4.7,1.0,0.5,1.0,1.0,2.0,7.9,0,1,0
Jared Cunningham,14.8,2.6,0.419,2.3,0.329,1.0,0.75,2.6,0.4,0.4,0.4,0.7,2.1,5.2,0,0,1
Earl Watson,34.5,5.9,0.507,3.0,0.341,3.3,0.654,3.8,4.7,1.8,0.4,3.5,2.2,11.2,0,0,1
Mohamed Bamba,30.2,7.3,0.603,1.7,0.275,4.0,0.6809999999999999,10.5,0.5,0.8,3.7,1.5,2.5,12.9,0,0,0
Steve Blake,31.3,3.3,0.423,3.5,0.381,2.0,0.7709999999999999,3.4,7.0,1.7,0.3,3.3,2.1,8.3,0,0,1
Joel Embiid,23.1,5.9,0.639,0.2,0.2,5.1,0.685,8.1,1.4,0.9,2.6,2.4,3.4,11.2,1,0,0
Darnell Jackson,16.6,4.2,0.583,0.0,0.333,2.6,0.685,4.9,0.5,0.5,0.4,1.0,1.8,6.8,0,1,0
John Salmons,30.8,5.5,0.523,2.2,0.321,3.1,0.805,5.5,3.5,1.5,0.7,2.6,2.5,10.4,0,0,1
Kris Joseph,26.6,5.4,0.501,2.4,0.331,3.9,0.7020000000000001,4.5,1.5,1.3,0.5,1.6,1.6,10.5,0,1,0
Justin Harper,22.9,4.7,0.557,3.4,0.382,2.1,0.711,4.8,0.7,0.6,0.8,1.3,2.2,10.6,0,1,0
Sonny Weems,31.2,7.3,0.527,3.7,0.366,2.1,0.767,4.6,2.3,1.3,0.3,2.7,2.0,13.3,0,0,1
Andrew Bogut,32.7,10.4,0.616,0.5,0.361,4.7,0.674,11.1,2.3,0.7,1.6,2.7,2.3,16.6,0,0,0
Jamaal Tinsley,32.5,8.4,0.405,2.3,0.327,4.9,0.685,4.5,6.3,2.6,0.8,4.0,2.9,12.5,0,0,1
Dejounte Murray,33.5,10.8,0.457,3.5,0.28800000000000003,4.9,0.6629999999999999,6.0,4.4,1.8,0.3,3.2,2.6,16.1,0,0,1
Kevin Huerter,31.9,3.6,0.5720000000000001,5.4,0.394,2.0,0.748,5.0,3.0,0.8,0.7,1.9,2.1,12.0,0,0,1
Joe Johnson,30.3,9.3,0.485,2.9,0.406,3.2,0.753,6.1,2.4,1.7,0.5,2.5,1.7,15.0,1,0,1
Brandon Hunter,32.6,10.7,0.525,1.0,0.339,7.8,0.608,9.3,2.1,0.8,0.7,3.4,2.6,16.9,0,1,0
Caron Butler,34.5,11.9,0.482,1.9,0.364,5.9,0.768,7.6,3.0,2.1,0.3,2.7,2.4,18.0,1,1,0
Khris Middleton,26.0,5.8,0.494,3.3,0.321,3.1,0.768,4.6,2.0,1.0,0.2,2.0,2.1,11.3,1,1,0
Ronny Turiaf,25.5,8.0,0.524,0.1,0.222,7.1,0.715,6.8,1.0,0.5,1.4,2.1,2.9,13.6,0,1,0
Antonio Burks,30.6,7.4,0.484,1.7,0.401,3.0,0.6729999999999999,2.6,5.4,1.9,0.2,2.3,2.3,11.3,0,0,1
Ryan Anderson,33.0,8.5,0.532,4.7,0.396,5.0,0.841,9.0,1.0,0.5,0.5,1.8,2.5,18.7,0,1,0
Josh Harrellson,15.8,3.3,0.5710000000000001,0.3,0.31,1.0,0.649,4.7,0.4,0.5,0.9,0.6,1.4,4.7,0,0,0
Tyler Dorsey,30.0,5.1,0.493,5.0,0.416,3.9,0.732,3.9,1.8,0.8,0.1,1.7,1.8,14.1,0,0,1
John Henson,23.8,8.5,0.505,0.2,0.208,3.2,0.484,8.1,1.0,0.6,2.5,1.5,1.5,10.3,0,0,0
Erick Green,28.3,7.3,0.48,3.2,0.338,4.0,0.804,2.6,2.5,1.2,0.2,1.4,1.6,13.5,0,0,1
Gordon Hayward,33.1,4.6,0.569,4.6,0.369,4.9,0.8240000000000001,7.4,1.8,1.3,0.9,2.0,2.1,14.4,1,1,0
Lester Hudson,36.5,10.8,0.53,9.5,0.3720000000000001,5.2,0.858,7.9,4.4,2.6,0.6,3.6,2.7,26.6,0,0,1
Daequan Cook,19.7,4.8,0.465,3.3,0.415,1.7,0.6970000000000001,4.3,1.0,0.7,0.3,1.4,1.7,9.8,0,0,1
Domantas Sabonis,26.6,8.0,0.638,0.2,0.35700000000000004,4.2,0.7290000000000001,9.4,1.3,0.5,0.6,2.0,3.0,13.5,0,1,0
Solomon Hill,29.0,5.1,0.528,2.2,0.375,3.3,0.745,5.6,2.2,0.9,0.4,2.1,2.4,10.3,0,1,0
Jerian Grant,36.4,6.4,0.498,4.4,0.345,4.8,0.79,2.9,5.8,1.5,0.3,2.2,1.8,14.6,0,0,1
Paul Millsap,35.2,12.2,0.58,0.2,0.375,6.8,0.62,12.7,0.9,1.3,2.0,2.4,3.1,18.6,1,1,0
Jerome Robinson,25.1,3.9,0.477,2.3,0.375,2.8,0.741,3.2,1.8,0.8,0.6,1.5,1.8,8.4,0,0,1
Khyri Thomas,27.2,5.1,0.578,3.2,0.406,2.1,0.7190000000000001,4.6,2.5,1.4,0.3,1.6,1.8,11.2,0,0,1
CJ McCollum,32.9,10.5,0.47,5.2,0.377,6.7,0.825,6.3,2.7,2.1,0.5,2.4,1.8,21.3,0,0,1
Alex Len,24.5,6.8,0.5479999999999999,0.2,0.111,3.3,0.6629999999999999,7.0,0.8,0.2,2.1,1.6,2.6,9.7,0,0,0
Maurice Ager,25.6,5.3,0.4920000000000001,4.3,0.38,3.2,0.775,3.4,1.5,0.5,0.3,1.7,1.9,12.5,0,0,1
Jamison Brewer,23.2,3.5,0.525,1.0,0.22,2.5,0.527,4.7,4.1,1.1,0.1,2.2,1.3,5.7,0,0,1
Joe Crawford,25.3,5.0,0.512,4.2,0.35,2.6,0.7020000000000001,3.4,1.5,0.5,0.2,1.6,1.9,11.3,0,1,0
Jason Thompson,32.1,11.0,0.544,0.8,0.29100000000000004,6.0,0.667,9.6,2.0,0.9,1.9,2.6,3.0,16.7,0,1,0
Jackson Vroman,30.6,9.5,0.569,0.2,0.077,4.7,0.512,9.5,2.1,1.2,1.1,2.8,3.6,13.2,0,1,0
Terrence Jones,30.4,9.1,0.493,1.7,0.328,5.3,0.638,8.0,1.5,1.2,1.8,1.8,2.4,14.0,0,1,0
Andrew Wiggins,32.8,8.5,0.493,3.6,0.341,6.5,0.775,5.9,1.5,1.2,1.0,2.3,2.7,17.1,0,1,0
Rashad Vaughn,32.3,8.1,0.481,6.1,0.383,4.3,0.6940000000000001,4.8,1.6,0.8,0.3,2.2,2.3,17.8,0,0,1
Tyrone Wallace,31.6,7.9,0.464,3.1,0.292,4.2,0.613,5.2,3.4,1.1,0.4,2.2,2.5,12.6,0,0,1
Patrick Patterson,34.0,10.1,0.604,0.8,0.329,4.3,0.7340000000000001,8.2,1.5,0.7,1.6,1.6,2.1,16.1,0,1,0
Collin Sexton,29.9,9.3,0.495,4.0,0.336,7.6,0.778,3.8,3.6,0.8,0.1,2.8,2.5,19.2,0,0,1
Malcolm Lee,26.7,4.8,0.5329999999999999,2.7,0.278,3.2,0.7170000000000001,3.0,2.0,0.8,0.2,1.7,2.0,9.7,0,0,1
Larry Sanders,23.5,7.7,0.526,0.2,0.25,3.6,0.5770000000000001,7.7,0.5,0.6,2.7,1.5,3.1,10.3,0,0,0
Anthony Brown,13.1,2.2,0.505,0.1,0.14300000000000002,1.2,0.569,2.3,0.3,0.3,0.4,0.4,2.0,3.0,0,1,0
Alec Burks,30.9,10.4,0.5329999999999999,2.2,0.313,7.3,0.804,5.8,2.4,1.1,0.4,2.3,2.4,19.0,0,0,1
Allen Crabbe,34.7,6.6,0.5,5.6,0.382,3.3,0.8190000000000001,5.7,2.2,0.9,0.6,1.9,1.7,15.7,0,0,1
Javaris Crittenton,31.3,7.8,0.488,3.2,0.35600000000000004,4.3,0.7829999999999999,3.7,5.8,2.0,0.1,3.9,2.1,14.4,0,0,1
Greivis Vasquez,33.6,7.9,0.487,5.1,0.329,3.9,0.828,4.8,5.7,1.4,0.3,3.3,2.2,16.0,0,0,1
Delonte West,26.8,7.0,0.544,3.4,0.377,3.0,0.831,4.2,3.0,1.4,0.2,2.0,1.9,13.9,0,0,1
Damone Brown,29.2,7.9,0.525,0.8,0.225,2.7,0.742,6.0,1.1,1.0,0.8,1.6,2.4,10.9,0,1,0
Corey Brewer,27.2,5.7,0.536,2.6,0.35600000000000004,3.6,0.708,4.3,2.8,1.6,0.4,2.3,2.2,11.3,0,1,0
Quincy Douby,32.1,7.3,0.473,6.8,0.389,3.6,0.82,2.9,2.7,1.3,0.7,2.2,1.8,17.8,0,0,1
Jake Layman,27.9,3.8,0.53,3.9,0.362,2.6,0.759,4.8,1.1,0.9,0.8,1.4,1.9,10.2,0,1,0
Wesley Iwundu,28.2,5.8,0.488,1.1,0.338,3.8,0.688,4.7,2.8,0.9,0.4,2.1,2.1,9.5,0,1,0
Zhaire Smith,28.4,6.4,0.574,1.1,0.45,3.4,0.7170000000000001,5.0,1.8,1.1,1.1,1.1,1.8,11.3,0,0,1
Omari Spellman,28.1,4.7,0.511,3.8,0.433,1.8,0.7,8.0,0.8,0.7,1.5,1.0,2.3,10.9,0,1,0
Frank Kaminsky,20.4,5.1,0.58,1.9,0.369,2.7,0.763,4.6,1.3,0.5,1.1,0.8,1.6,10.1,0,1,0
DeAndre Liggins,21.9,2.9,0.455,1.9,0.332,2.0,0.643,3.0,2.1,0.9,0.5,1.5,1.9,5.8,0,0,1
Bobby Simmons,31.6,6.2,0.49,3.9,0.331,4.6,0.7829999999999999,7.5,2.2,1.3,0.2,2.5,2.9,13.6,0,0,1
Cameron Payne,32.4,8.3,0.487,6.3,0.359,4.7,0.7809999999999999,3.7,5.7,1.8,0.5,2.9,2.4,18.5,0,0,1
Gorgui Dieng,27.3,6.0,0.546,0.0,0.333,2.7,0.64,7.9,1.2,1.0,2.6,1.6,2.7,8.3,0,0,0
Kawhi Leonard,31.9,9.7,0.4970000000000001,2.3,0.25,3.7,0.7440000000000001,10.2,2.2,1.4,0.6,2.2,2.5,14.1,1,1,0
Victor Oladipo,24.6,5.9,0.585,1.4,0.338,3.5,0.716,5.2,1.7,1.5,0.5,2.0,2.4,10.7,1,0,1
Derrick Brown,25.0,5.3,0.61,1.2,0.415,3.3,0.718,5.6,1.5,0.7,0.8,1.6,2.5,10.3,0,1,0
Miles Bridges,31.6,7.8,0.537,5.5,0.375,3.2,0.7759999999999999,7.6,2.4,0.6,1.1,2.1,1.7,17.0,0,0,1
Bradley Beal,34.2,5.6,0.541,5.0,0.339,4.7,0.769,6.7,2.2,1.4,0.8,2.1,2.1,14.8,1,0,1
J.J. Hickson,28.7,8.9,0.593,0.0,0.0,6.3,0.677,8.5,1.0,0.7,1.5,2.7,1.9,14.8,0,1,0
Solomon Jones,31.2,7.2,0.507,0.0,0.0,3.6,0.693,8.0,1.0,0.6,2.6,2.7,3.4,9.8,0,1,0
Jason Maxiell,27.6,8.5,0.509,0.1,0.28600000000000003,5.2,0.653,7.0,0.7,0.7,1.9,1.5,2.6,12.1,0,1,0
Josh Childress,28.6,6.6,0.494,3.6,0.335,2.8,0.755,6.8,1.8,0.9,1.1,1.7,2.1,12.3,0,0,1
Ramon Sessions,29.2,6.7,0.43,0.8,0.313,3.0,0.74,4.2,4.9,1.2,0.1,2.6,1.3,8.8,0,0,1
Glen Davis,32.0,11.1,0.51,0.9,0.31,6.5,0.6940000000000001,9.6,1.5,1.1,1.2,2.4,2.6,16.7,0,1,0
