Name,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,SOS,ALLSTAR,YEAR,PK,POS
Norris Cole,140.0,106.0,29.4,4.8,11.1,0.435,3.8,8.0,0.48,1.0,3.1,0.321,3.5,4.2,0.826,0.6,2.5,3.2,3.3,1.5,0.1,2.0,2.2,14.1,1.92,No,2011,28,Guard
Kyle O'Quinn,129.0,98.0,27.5,4.7,8.6,0.5529999999999999,4.3,7.0,0.62,0.4,1.6,0.261,2.6,3.8,0.685,2.6,5.9,8.5,0.9,0.5,2.2,2.0,2.9,12.5,-7.19,No,2012,49,Forward
Jabari Bird,114.0,80.0,26.4,3.9,8.9,0.442,2.3,4.5,0.512,1.6,4.4,0.371,1.2,1.6,0.753,0.8,2.5,3.3,1.2,0.5,0.3,1.2,1.7,10.8,6.95,No,2017,56,Guard
Stanley Johnson,38.0,37.0,28.4,4.6,10.3,0.446,3.4,7.2,0.478,1.1,3.1,0.371,3.5,4.7,0.742,2.0,4.5,6.5,1.7,1.5,0.4,2.2,2.6,13.8,7.41,No,2015,8,Forward
Jrue Holiday,35.0,35.0,27.1,3.2,7.1,0.45,2.4,4.6,0.528,0.8,2.5,0.307,1.3,1.8,0.726,1.3,2.5,3.8,3.7,1.6,0.5,2.1,2.1,8.5,7.18,Yes,2009,17,Guard
Isaiah Thomas,105.0,104.0,30.4,5.3,12.4,0.426,3.7,7.6,0.49,1.6,4.8,0.325,4.3,6.0,0.713,0.7,2.8,3.5,4.0,1.2,0.1,2.7,2.0,16.4,7.81,Yes,2011,60,Guard
Monte Morris,140.0,121.0,33.8,4.5,9.5,0.47600000000000003,3.5,6.7,0.517,1.1,2.9,0.381,2.0,2.6,0.78,0.8,2.9,3.7,5.5,1.6,0.3,1.2,1.5,12.2,10.28,No,2017,51,Guard
Shabazz Muhammad,32.0,30.0,30.8,6.3,14.3,0.44299999999999995,5.1,10.9,0.46299999999999997,1.3,3.3,0.377,4.0,5.6,0.711,2.7,2.5,5.2,0.8,0.7,0.1,1.6,1.7,17.9,7.82,No,2013,14,Forward
Archie Goodwin,33.0,33.0,31.8,4.8,10.8,0.44,4.2,8.9,0.478,0.5,1.9,0.266,4.1,6.4,0.637,1.5,3.2,4.6,2.7,1.1,0.5,3.1,2.9,14.1,5.78,No,2013,29,Guard
Steven Hunter,63.0,27.0,24.6,4.0,6.8,0.586,4.0,6.8,0.589,0.0,0.0,0.0,1.9,3.2,0.6,2.2,3.4,4.7,0.4,0.2,2.0,1.6,2.2,9.9,7.92,No,2001,15,Center
Pierre Jackson,74.0,55.0,32.8,5.3,11.9,0.441,3.1,6.4,0.496,2.1,5.6,0.379,4.0,5.0,0.8079999999999999,0.8,2.5,3.3,6.5,1.6,0.0,3.5,2.3,16.7,7.58,No,2013,42,Guard
